Haydos 380,com.creativemonkeygames.haydos380cricket,Sports,,,,,9,False,0,,Varies with device,Varies with device,Creative Monkey Games,https://haydos380.com/,creativemonkey.games@gmail.com,,"Jun 07, 2021",Everyone,http://creativemonkeygames.com/privacy-policy/,True,False,False,2021-06-16 01:51:18
KDE Itinerary,org.kde.itinerary,Travel & Local,,,,,0,False,0,,Varies with device,Varies with device,KDE Community,https://apps.kde.org/itinerary,kde-pim@kde.org,,"May 29, 2021",Everyone,https://community.kde.org/KDEConnect/PrivacyPolicy,False,False,False,2021-06-16 01:55:07
Empire Defender TD: Tower Defense The Kingdom Rush,com.empire.warriors2.epic.tower.td.defender.rush,Strategy,,,,,36434,False,0,,93M,5.0 and up,ZITGA,,marketing@zitga.com.vn,,"May 09, 2021",Everyone 10+,https://docs.google.com/document/d/1ZGlKsarN5yWCbHlo-0mq_HunlXK3mXvD16Oib_mQguk/edit,True,False,False,2021-06-16 02:05:49
Infusion AI Art - Find Your Inspiration,insightfulai.infusion,Art & Design,,,,,16,False,0,,Varies with device,Varies with device,Increditastic,https://insightfulai.github.io/infusion/,insightfulai@gmail.com,,"May 01, 2021",Everyone,,False,False,False,2021-06-16 02:08:28
Social Comics,br.com.socialcomics.app,Entertainment,,,,,55018,False,0,,36M,5.0 and up,Social Comics,http://www.socialcomics.com.br,contato@socialcomics.com.br,"Aug 21, 2015","Jun 12, 2021",Everyone,https://beta.socialcomics.com.br/politica-de-privacidade,False,False,False,2021-06-16 02:13:28
Basketrio: Back in the Game,com.gametaiwan.jjna,Sports,,,,,0,False,0,,Varies with device,Varies with device,ALL9FUN Limited,https://www.all9fun.com/,gametw2021@gmail.com,,"May 12, 2021",Everyone,,True,False,False,2021-06-16 02:21:45
Tales of the Mirror,com.lilithgames.themirror.gp,Puzzle,,,,,0,False,0,,Varies with device,Varies with device,LilithGames,,themirror-service@lilith.com,,"Jun 07, 2021",Teen,https://www.lilithgames.com/privacy?locale=en-US,False,False,False,2021-06-16 02:34:07
Bibi.Pet Pixel and Tangram Games for Baby,bibi.pet.kids.pixel.tangram,Educational,,,,,0,False,0,,Varies with device,Varies with device,Bibi.Pet - Toddlers Games - Colors and Shapes,https://www.bibi.pet,info@bibi.pet,,"May 28, 2021",Everyone,https://www.bibi.pet/privacy,False,False,False,2021-06-16 02:55:08
Atelier Online: Alchemist of Bressisle,com.boltrend.atelieren,Role Playing,,,,,6782,False,0,,Varies with device,Varies with device,Boltrend Games,,customer_service@boltrend.com,,"Jun 02, 2021",Teen,https://www.boltrend.com/html/policy-en.html,False,False,False,2021-06-16 03:08:54
Klever Exchange,io.klever.secure.exchange,Finance,,,,,1402,False,0,,Varies with device,Varies with device,"Klever Wallet: Bitcoin, Ethereum, TRX & Crypto",https://klever.io,feedback@klever.io,,"Jun 14, 2021",Everyone,https://klever.io,False,False,False,2021-06-16 04:13:56
Magic Duel,com.superlink.magicduel,Strategy,,,,,0,False,0,,Varies with device,Varies with device,Superlink,,superlink.page@gmail.com,,"May 31, 2021",Teen,http://211.110.61.79:8800/,True,False,False,2021-06-16 04:32:49
SwirlWalls: Interactive Wallpaper Backgrounds,com.actionwalls.swirlwalls,Personalization,,,,,0,False,0,,Varies with device,Varies with device,ActionWalls,https://actionwalls.com,support@actionlauncher.com,,"Apr 28, 2021",Everyone,,True,False,False,2021-06-16 04:55:28
FINAL FANTASY VII THE FIRST SOLDIER,com.square_enix.android_googleplay.ff7fsww,Action,,,,,31670,False,0,,Varies with device,Varies with device,"SQUARE ENIX Co.,Ltd.",,android_support@square-enix.com,,"May 30, 2021",Teen,https://www.jp.square-enix.com/privacy/,False,False,False,2021-06-16 06:07:22
"Midsomer Murders: Words, Crime & Mystery",com.qiiwi.midsomermurders,Word,,,,,2830,False,0,,93M,5.0 and up,Qiiwi Games AB,https://www.qiiwi.com,support@qiiwi.com,,"Jun 10, 2021",Teen,https://www.qiiwi.com/privacy-policy,True,False,False,2021-06-16 06:32:34
Party Royale Animals - Online Multiplayer Fighting,com.playspare.partyroyaleanimals,Action,,,,,0,False,0,,Varies with device,Varies with device,Playspare,https://playspare.com/,info@playspare.com,,"Mar 30, 2021",Everyone 10+,,True,False,False,2021-06-16 07:21:13
NieR Re[in]carnation,com.square_enix.android_googleplay.nierspww,Role Playing,,,,,24649,False,0,,Varies with device,Varies with device,"SQUARE ENIX Co.,Ltd.",https://nierreincarnation.com,nier_reincarnation_en_support@applibot.co.jp,,"May 20, 2021",Mature 17+,https://www.jp.square-enix.com/privacy/index.html#eng,True,False,False,2021-06-16 07:31:24
RMB Knowledge Park 3 - Kindergarten learning games,baby.games.knowledge.park.three,Educational,,,,,2,False,0,,Varies with device,Varies with device,RMB Games - Free Online Educational apps for Kids,https://www.rmbgames.com/games/,support@gormb.games,,"Jun 11, 2021",Everyone,https://www.rmbgames.com/privacy-policy/,False,False,False,2021-06-16 08:35:04
Rogue Land,com.huuuge.rh.archer.hero,Action,,,,,763,False,0,,127M,7.0 and up,Huuuge Games - Play Together,https://www.huuugegames.com/,support@huuugegames.com,,"May 17, 2021",Everyone,https://huuuge.helpshift.com/a/rogue-land/?l=en&s=privacy&f=privacy-policy,False,False,False,2021-06-16 09:12:40
Drag Battle 2,com.IceStorm.DB2,Racing,,,,,8507,False,0,,119M,7.0 and up,Ice Storm,http://icestormgames.com/,isorbgame@gmail.com,,"Jun 14, 2021",Everyone,,True,False,False,2021-06-16 09:45:28
Hamster cookie factory - tycoon game,com.maf.idle.hamster.factory.manager.cookie.tycoon,Simulation,,,,,0,False,0,,Varies with device,Varies with device,"mafgames (Idle Games, Tycoon Games)",https://home.mafgames.com,support@mafgames-casual.zendesk.com,,"Jun 16, 2021",Everyone,https://moneyhero-cs.appspot.com/policy/user,True,False,False,2021-06-16 10:06:43
Kaged,com.deskjockey.Kaged,Puzzle,,,,,17,False,0,,Varies with device,Varies with device,DeskJockey Entertainment,https://www.deskjockeyentertainment.com,support@deskjockeyentertainment.com,,"Jun 03, 2021",Everyone,https://www.deskjockeyentertainment.com/privacypolicy,True,False,False,2021-06-16 10:10:45
Unmaze,com.upian.unmaze,Adventure,,,,,16,False,0,,Varies with device,Varies with device,ARTE Experience,https://unmaze.arte.tv/,storemanager@artefrance.fr,,"Jun 16, 2021",Teen,,False,False,False,2021-06-16 10:19:01
Idle Firefighter Empire Tycoon - Management Game,com.codigames.idle.firefighter.empire.tycoon,Simulation,,,,,18226,False,0,,128M,5.0 and up,Codigames,https://codigames.com/,support+fet@codigames.com,,"Apr 27, 2021",Everyone,http://codigames.com/privacy-policy/,True,False,False,2021-06-16 10:36:03
Runner Match Adventure,com.redptngames.hunters,Puzzle,,,,,300611,False,0,,148M,4.4 and up,Scopely,http://www.scopely.com,treasurehunterssupport@scopely.com,,"Nov 12, 2020",Everyone 10+,http://www.scopely.com/privacy,False,False,False,2021-06-16 11:29:27
Zombie Frontier 4,com.feelingtouch.zfsniper,Action,,,,,39367,False,0,,268M,5.0 and up,FT Games,http://www.feelingtouch.com/,seasnake.198209@gmail.com,,"Jun 15, 2021",Mature 17+,http://www.feelingtouch.com/feelingtouch_privacy.html,True,False,False,2021-06-16 11:41:17
Vainglory All Stars,com.whitewatergames.vgas,Action,,,,,70892,False,0,,29M,8.0 and up,Bazooka Tango,https://www.vaingloryallstars.com,support_vgallstars@bazookatango.com,,"Jun 10, 2021",Everyone 10+,http://www.bazookatango.com/privacy-policy,False,False,False,2021-06-16 11:44:52
Perfect World: Revolution,com.pwrd.pwr,Role Playing,,,,,9128,False,0,,97M,4.4 and up,Perfect World Games,,pwrglobalservice@pwrd.com,,"Apr 26, 2021",Everyone,https://static.perfectworldgames.com/mapi/privacy/privacy.html,False,False,False,2021-06-16 12:18:36
DRAGON QUEST The Adventure of Dai: A Hero's Bonds,com.square_enix.android_googleplay.dqdaihb,Role Playing,,,,,19979,False,0,,Varies with device,Varies with device,"SQUARE ENIX Co.,Ltd.",,Android_support@square-enix.com,,"Apr 05, 2021",Everyone 10+,https://square-enix-games.com/en_GB/documents/privacy,False,False,False,2021-06-16 13:28:34
Tangle Trivia,com.tanglegames.trivia,Trivia,,,,,1,False,0,,Varies with device,Varies with device,Tangle Games,https://tanglegames.com,support@tanglegames.com,,"Jun 13, 2021",Everyone,https://tanglegames.com/privacy-policy/,True,False,False,2021-06-16 13:29:49
Survival: Day Zero,and.onemt.dayofsurvivalz,Strategy,,,,,34186,False,0,,Varies with device,Varies with device,ONEMT,http://www.onemt.com,survivaldayzero@onemt.com,,"Apr 21, 2021",Teen,http://www.onemt.com/abroadgame/outer/policy,False,False,False,2021-06-16 13:36:25
"Swish Eye | Home Security Camera, Burglar Alarm",com.swish.eye,House & Home,,,,,95,False,0,,Varies with device,Varies with device,QvD Apps,https://www.swisheye.com,contact@swisheye.com,,"Jun 15, 2021",Everyone,https://www.swisheye.com/privacy_policy.html,True,False,False,2021-06-16 13:56:53
Counter Survival Ops Squad - Free Shooting Games,com.counter.survival.ops.squad,Action,,,,,908,False,0,,Varies with device,Varies with device,Good Action Games,,lazydogsstudio@gmail.com,,"Apr 02, 2021",Teen,https://sites.google.com/view/sgprivacypolicy,True,False,False,2021-06-16 14:27:47
SimChef!,com.simchef.user,Food & Drink,,,,,849,False,0,,18M,5.0 and up,SimChef!,https://simchef.net,info@simchef.net,"Jul 18, 2019","Feb 04, 2021",Everyone,https://simchef.net/privacy,False,False,False,2021-06-16 14:27:52
Mandora Farm and Fight,com.rayark.mandora2,Role Playing,,,,,1,False,0,,Varies with device,Varies with device,Rayark International Limited,https://www.mandoraff.com/,service@rayark.com,,"Mar 05, 2021",Everyone,https://www.terms.rayark.com/,True,False,False,2021-06-16 14:32:28
Mushroom Garden Prime,jp.co.beeworks.nameko.ganso,Simulation,,,,,7,False,0,,Varies with device,Varies with device,BEEWORKS GAMES,http://beeworksgames.com/,info@beeworksgames.com,,"Jun 16, 2021",Everyone,https://namepara.com/namekonosu/app/privacy/,True,False,False,2021-06-16 14:52:58
Staging Claremont Club,com.staging.TCC,Health & Fitness,,,,,165,False,0,,Varies with device,Varies with device,Smart Health Clubs,http://www.smarthealthclubs.com,support@smarthealthclubs.com,,"Jun 07, 2021",Everyone,https://staging-tcc.smarthealthclubs.com/privacy-policy.php,False,False,False,2021-06-16 14:56:34
けものフレンズ FESTIVAL,jp.co.goodroid.kemofure,Action,,,,,78625,False,0,,81M,4.1 and up,"GOODROID,Inc.",http://goodroid.co.jp,kemofure-game@goodroid.co.jp,,"Jan 10, 2019",Everyone,http://goodroid.co.jp/policy,True,False,False,2021-06-15 20:21:00
Gforms,com.gforms.app,Finance,,,,,2356,False,0,,62M,4.4 and up,Fundación Genesis Empresarial,http://www.genesisempresarial.org/,mraxcaco@genesisempresarial.com,"Sep 2, 2019","Dec 01, 2020",Everyone,http://www.genesisempresarial.org/,False,False,False,2021-06-15 20:37:14
Bodyhacker's Cloud,cloud.bodyhackers.app,Tools,,,,,0,False,0,,Varies with device,Varies with device,TOM.ST,http://Tom.st,playstore@mail-proxy.eu,,"Apr 20, 2021",Everyone,,False,False,False,2021-06-15 20:54:22
ROBOT WARS  TACTICS,com.leiqi.jzed,Strategy,,,,,1603,False,0,,38M,5.0 and up,JianhuaZhou,,leiqigame@gmail.com,,"May 15, 2021",Everyone,https://www.ekiplay.com/Convention/?lang=en,False,False,False,2021-06-15 21:06:59
Disney Wonderful Worlds,com.ludia.disneyparks,Simulation,,,,,62632,False,0,,Varies with device,Varies with device,Ludia Inc.,http://www.ludia.com,support@ludia.com,,"Jun 03, 2021",Everyone,https://legal.ludia.net/mobile/2019-2/privacyen.html,False,False,False,2021-06-15 21:22:53
Rodjo Commodity,co.rodjo,Shopping,,,,,1,False,0,,21M,4.4 and up,Rodjo Commodity,,hello@rodjo.co,,"May 28, 2021",Everyone,,False,False,False,2021-06-15 21:39:58
Idle Royal Stories,com.outloud.idleroyalstories,Simulation,,,,,0,False,0,,Varies with device,Varies with device,OUTLOU:D GAMES,http://outloud.games,biz@outloud.games,,"May 21, 2021",Everyone,,True,False,False,2021-06-15 21:40:55
Grow Archer Chaser - Idle RPG,com.superbox.aos.archer,Simulation,,,,,13,False,0,,Varies with device,Varies with device,SUPERBOX.INC,http://superbox.kr,help@superbox.kr,,"May 27, 2021",Everyone,http://superbox.kr/PrivacyPolicy,True,False,False,2021-06-15 21:42:21
War of Survivors,com.igg.android.warofsurvivors,Strategy,,,,,1,False,0,,Varies with device,Varies with device,SkyRise Digital Pte. Ltd.,,help.warofsurvivors.android@igg.com,,"May 21, 2021",Teen,https://policies.igg.com/privacy_policy,False,False,False,2021-06-15 22:05:15
The Fifth ARK,com.gtarcade.dl,Role Playing,,,,,147091,False,0,,84M,5.0 and up,YOUZU(SINGAPORE)PTE.LTD.,,tfa@gtarcade.com,,"May 22, 2021",Teen,http://www.gtarcade.com/en/privacy.html,True,True,False,2021-06-15 22:24:01
Henri's Secret 2 - A Star Life (Visual Novel),com.beemoov.secrethenri2.android,Role Playing,,,,,4974,False,0,,Varies with device,Varies with device,Beemoov Games,https://www.lesecretdhenri.com,support@beemoov.com,,"Jun 15, 2021",Teen,,True,False,False,2021-06-15 22:25:02
闪烁之光_北美,com.smzh.bmgp,Card,,,,,1,False,0,,Varies with device,Varies with device,Sygames,,customer_service@shiyuegame.com,,"Apr 21, 2021",Everyone 10+,http://overseas.shiyue.com/sdk/privacy.html,False,False,False,2021-06-15 22:29:20
LeBreizh,com.Timeline.lebreizh,Social,,,,,18,False,0,,86M,4.2 and up,Lewebfinger,https://www.lebreizh.com,lebreizh.com@gmail.com,"Jul 15, 2018","Aug 02, 2018",Teen,https://lebreizh.com/terms/privacy-policy,True,False,False,2021-06-15 22:35:20
My Time at Portia,com.pathea.mtap,Simulation,,,,,1,False,0,,Varies with device,Varies with device,Nuverse,https://www.facebook.com/MyTimeatPortiaMobile,support@pixmain.com,,"May 24, 2021",Everyone 10+,https://www.pixmain.com/privacy-policy,False,False,False,2021-06-15 22:36:20
Minion Masters,com.betadwarf.minionmasters.googleplay,Card,,,,,13016,False,0,,Varies with device,Varies with device,Betadwarf,https://minionmastersthegame.com/,support@betadwarf.com,,"Jun 11, 2021",Teen,https://www.minionmastersthegame.com/legal/PRIVACYPOLICY/,False,False,False,2021-06-15 22:41:21
Trex vs Human,com.Superlink.TRexHunt,Arcade,,,,,25531,False,0,,119M,5.0 and up,Superlink,,superlink.help@gmail.com,,"Jun 13, 2021",Everyone 10+,http://211.110.61.79:8800/,True,False,False,2021-06-15 23:09:30
Dresscode - Fashion Designer,com.snowpig.dresscode,Casual,,,,,4675,False,0,,107M,5.0 and up,스노우피그,https://dresscode-4849f.web.app,snowpig.seeker@gmail.com,,"Jun 15, 2021",Everyone,https://snowpig.co.kr/privacy-policy-en,True,False,False,2021-06-15 23:16:01
Champion of the Fields,com.netease.lyzdna,Sports,,,,,3755785,False,0,,63M,4.2 and up,NetEase Games,https://www.facebook.com/COFMobile/,gamecof@service.netease.com,,"May 14, 2021",Everyone,https://unisdk.update.netease.com/html/latest_v30.html,False,False,False,2021-06-16 01:13:22
Witch & Magic: Match 3 Puzzle,com.superbox.aos.witchmatch,Puzzle,,,,,1,False,0,,Varies with device,Varies with device,SUPERBOX.INC,http://superbox.kr,help@superbox.kr,,"Jun 09, 2021",Everyone,http://superbox.kr/PrivacyPolicy,True,False,False,2021-06-16 01:39:37
Modern Dead,and.onemt.moderndead,Strategy,,,,,80245,False,0,,Varies with device,5.0 and up,ONEMT,http://www.onemt.com,servicemd@onemt.com,,"Mar 22, 2021",Teen,http://www.onemt.com/abroadgame/outer/policy,False,False,False,2021-06-16 01:55:52
小爱音箱,com.xiaomi.mico,Tools,,,,,182311,False,0,,40M,4.4 and up,Xiaomi Inc.,http://www.xiaomi.com,brookqz@gmail.com,,"Mar 19, 2021",Everyone,https://mina.mi.com/privacy_policy,False,False,False,2021-06-16 02:01:50
Claw Stars,com.appxplore.clawstars,Arcade,,,,,79274,False,0,,116M,4.2 and up,Appxplore (iCandy),http://www.appxplore.com,support@appxplore.com,,"Jan 06, 2021",Everyone,https://appxplore.com/index.php/contact-us/privacy-policy,True,False,False,2021-06-16 02:24:13
Queendom,com.igg.android.queendom,Role Playing,,,,,15101,False,0,,75M,5.0 and up,SkyRise Digital Pte. Ltd.,https://www.igg.com/,help.queendom.android@igg.com,,"Jun 09, 2021",Teen,https://policies.igg.com/privacy_policy,False,False,False,2021-06-16 02:30:35
Phantasy:Three Kingdoms,com.digging.phantasy.gp,Role Playing,,,,,0,False,0,,Varies with device,Varies with device,"Digging Games Network Technology Co., Ltd.",http://phantasy.digginggames168.com,support_phantasy@digginggames18.com,,"May 14, 2021",Teen,,False,False,False,2021-06-16 02:34:12
Simure Vikings,com.gtarcade.sv.global,Role Playing,,,,,57328,False,0,,100M,4.4 and up,YOUZU(SINGAPORE)PTE.LTD.,,viking@gtarcade.com,,"Jun 11, 2021",Teen,http://www.gtarcade.com/cn/privacy.html,True,False,False,2021-06-16 02:56:21
RuneScape - Open World Fantasy MMORPG,com.jagex.runescape.android,Role Playing,,,,,1828988,False,0,,Varies with device,8.0 and up,Jagex Games Studio,https://support.runescape.com/,rsmobile@support.jagex.com,,"Jun 11, 2021",Teen,https://www.jagex.com/terms/privacy,False,False,False,2021-06-16 03:00:44
Diablo Immortal,com.blizzard.diablo.immortal,Role Playing,,,,,161850,False,0,,Varies with device,Varies with device,"Blizzard Entertainment, Inc.",http://www.diabloimmortal.com,support@blizzard.com,,"Jun 10, 2021",Teen,http://www.blizzard.com/company/about/privacy.html,False,False,False,2021-06-16 03:20:15
Rage of Destiny,com.igg.android.rageofdestiny,Role Playing,,,,,5013,False,0,,52M,5.0 and up,SkyRise Digital Pte. Ltd.,http://www.igg.com,help.rageofdestiny.android@igg.com,,"Jun 09, 2021",Teen,https://policies.skyriseonline.com/privacy_policy/eng/skyrise,False,False,False,2021-06-16 04:53:17
Julius Brown and the Lost Dungeons,com.jmlgames.jbrown_demo,Arcade,,,,,23,False,0,,Varies with device,Varies with device,JML Games,,jmgandalf@gmail.com,,"Jun 11, 2021",Everyone,,False,False,False,2021-06-16 04:54:57
BATTLESHIP APOLLO,com.ParallelSpace.Inferno,Strategy,,,,,30561,False,0,,Varies with device,Varies with device,Parallel Space Inc,https://www.battleship-apollo.com,info@hadesstar.com,,"Jun 11, 2021",Everyone,http://www.hadesstar.com/en/privacy_policy.html,False,False,False,2021-06-16 05:03:22
Real City: Truck Driving Simulator,com.ArtSmartGames.Drivingandtruckinginarealcity.MiniTruckSimulator,Simulation,,,,,1964,False,0,,,Varies with device,Art Smart Games,,art.smart.art.games@gmail.com,,"Apr 26, 2021",Everyone,https://docs.google.com/document/d/1IUhSr1npHkmG1YYYYxwek4oGf8orKSS67Tq9RpP099k/edit?usp=sharing,True,False,False,2021-06-16 05:16:01
Alice's Resort - Word Puzzle Game,com.wordgame.puzzle.resort.story,Word,,,,,1157,False,0,,Varies with device,Varies with device,WePlay Word Games,http://ww.weplaywordgames.com,support@wordgame.freshdesk.com,,"Jun 11, 2021",Everyone,https://sites.google.com/site/wpprivacypolicy/,True,False,False,2021-06-16 06:09:26
Jackal Squad - Tank Hero & Pixel World War,com.rocket.jackal.squad,Adventure,,,,,0,False,0,,Varies with device,Varies with device,ONESOFT,http://rocketadsltd.com/,customer.service@onesoft.com.vn,,"Dec 22, 2020",Everyone,http://rocketstudio.com.vn/space_shooter/policy.html,True,False,False,2021-06-16 06:25:25
Champions of Avan - Idle RPG,com.earlymorningstudio.championsofavan,Role Playing,,,,,577,False,0,,74M,4.4 and up,Early Morning Studio,https://earlymorningstudio.com/contact/,support@earlymorningstudio.com,,"Jun 10, 2021",Teen,,False,False,False,2021-06-16 06:28:52
Robocar Poli: Builder! Games for Boys and Girls!,com.devgame.robocar.poli.builder.kids.games.boys,Role Playing,,,,,1,False,0,,Varies with device,Varies with device,DEVGAME KIDS games,https://devgameou.com/,support@devgameou.com,,"Jun 11, 2021",Everyone,https://devgamekids.com/privacy-policy.html,True,False,False,2021-06-16 06:40:04
Gıybettin,onurgule.giybettin,Social,,,,,5756,False,0,,24M,5.0 and up,Onurgule,https://giybettin.com,info@giybettin.com,"Jul 22, 2019","Apr 11, 2020",Everyone,https://giybettin.com/privacy.pdf,True,False,False,2021-06-16 06:50:56
Blast Voyage Dev,com.jellybtn.match3dev,Puzzle,,,,,0,False,0,,Varies with device,Varies with device,Jelly Button Games,http://www.jellybtn.com,info@jellybtn.com,,"Oct 14, 2018",Everyone,https://www.jellybtn.com/privacy-policy/,False,False,False,2021-06-16 07:16:21
Shooting Car 3D,com.hyena.robbery,Role Playing,,,,,6789,False,0,,Varies with device,Varies with device,X-Land,,xlandcontact@gmail.com,,"Jun 10, 2021",Everyone 10+,https://docs.google.com/document/d/1dm9SE7-qgCuLetM093dV6MASPXHrAF1tpVGZuDqmqck/edit,True,False,False,2021-06-16 07:57:51
Offline Journal,fi.magille.offlinejournal,Tools,,,,,0,False,0,,Varies with device,Varies with device,Magille Ltd,,offline@simplejournal.app,,"May 03, 2021",Everyone,,False,False,False,2021-06-16 08:08:02
Warlords: Turn Based RPG Games PVP & Role Playing,com.extremedevelopers.warlords,Role Playing,,,,,2,False,0,,Varies with device,Varies with device,XDEVS LTD,,supxdevs@gmail.com,,"Mar 17, 2021",Everyone 10+,https://extreme-developers.com/en/privacy,False,False,False,2021-06-16 08:50:57
Cat Brain World,com.funnyeve.catbrainworld,Puzzle,,,,,0,False,0,,Varies with device,Varies with device,Funnyeve,,woongs@funnyeve.com,,"May 21, 2021",Everyone,http://planety.me/planet/privacy/index.txt,True,False,False,2021-06-16 08:53:53
D42mdf: Test PR CT01,com.test.prereg0026,Auto & Vehicles,,,,,0,False,0,,32k,1.6 and up,Test Developer : GPDC,https://foo.org,pubtest.feb6@gmail.com,,"Oct 17, 2017",Everyone,https://foo.org,False,False,False,2021-06-16 08:54:33
Star Stable Run,com.animocabrands.google.StarStableRun,Action,,,,,16,False,0,,Varies with device,Varies with device,Animoca Brands,http://www.animocabrands.com,support@animocabrands.com,,"May 07, 2018",Everyone,http://policy.animocabrands.com/privacy-policy/,True,False,False,2021-06-16 09:14:20
